id,state-compile-time,state-run-time,jdk-weave-time,jdk-run-compile,jdk-run-time,total-state-time(wo/JDK),total-state-time(w/JDK),total-state-time(w/JDK+DSI),only-dsi-time(seq)
00141,154.722,18.478,0,0,0,173.200,173.200,173.200,1159.363
00142,157.580,18.597,179.104,75.078,15.216,176.177,445.575,6305.446,5859.871
00143,156.504,17.030,0,0,0,173.534,173.534,6625.710,6452.176
00144,157.845,17.115,0,0,0,174.960,174.960,174.960,5782.509
00145,159.281,17.134,0,0,0,176.415,176.415,176.415,379.210
00146,154.271,18.508,0,0,0,172.779,172.779,172.779,6464.024
00147,163.066,15.665,0,0,0,178.731,178.731,178.731,6433.637
00148,104.480,5.516,0,0,0,109.996,109.996,109.996,7459.564
00149,161.798,15.144,0,0,0,176.942,176.942,176.942,7619.259
00150,153.882,18.161,0,0,0,172.043,172.043,172.043,6356.163
00151,159.263,15.756,0,0,0,175.019,175.019,175.019,5688.493
00152,154.952,17.574,0,0,0,172.526,172.526,172.526,363.408
00153,160.675,14.570,0,0,0,175.245,175.245,6574.738,6399.493
00154,154.182,16.836,0,0,0,171.018,171.018,171.018,6329.464
00155,77.278,5.053,0,0,0,82.331,82.331,82.331,7393.181
00156,155.447,15.858,0,0,0,171.305,171.305,171.305,7520.256
00157,160.165,14.229,0,0,0,174.394,174.394,174.394,7468.150
00158,157.090,14.465,0,0,0,171.555,171.555,171.555,6292.574
00159,148.445,15.146,0,0,0,163.591,163.591,163.591,5551.771
00160,149.915,16.426,0,0,0,166.341,166.341,166.341,373.425
00161,149.283,16.402,0,0,0,165.685,165.685,165.685,6198.639
00162,148.473,18.941,0,0,0,167.414,167.414,6349.633,6182.219
00163,158.592,17.085,0,0,0,175.677,175.677,175.677,7254.676
00165,151.027,22.159,0,0,0,173.186,173.186,173.186,1479.384
00166,150.654,19.604,0,0,0,170.258,170.258,170.258,298.356
00167,163.576,14.743,0,0,0,178.319,178.319,178.319,306.916
00168,150.753,21.048,0,0,0,171.801,171.801,171.801,50.039
00169,156.081,18.535,0,0,0,174.616,174.616,174.616,246.893
00170,156.513,17.450,0,0,0,173.963,173.963,173.963,262.355
00171,159.033,16.278,0,0,0,175.311,175.311,175.311,256.193
00172,155.432,16.825,0,0,0,172.257,172.257,172.257,261.334
00173,155.588,17.021,0,0,0,172.609,172.609,172.609,245.523
00174,160.796,15.031,0,0,0,175.827,175.827,175.827,48.879
00175,154.002,16.477,0,0,0,170.479,170.479,170.479,48.684
00176,156.840,16.035,0,0,0,172.875,172.875,172.875,245.366
00177,157.814,16.029,0,0,0,173.843,173.843,173.843,46.065
00178,153.015,16.761,0,0,0,169.776,169.776,169.776,261.767
00179,156.536,15.252,0,0,0,171.788,171.788,171.788,255.284
00180,158.224,14.495,0,0,0,172.719,172.719,172.719,247.567
00181,160.525,14.282,0,0,0,174.807,174.807,174.807,48.689
00182,156.347,15.138,0,0,0,171.485,171.485,171.485,255.402
00183,152.164,14.031,0,0,0,166.195,166.195,166.195,236.241
00184,159.942,18.880,0,0,0,178.822,178.822,178.822,43.272
00185,158.914,20.264,0,0,0,179.178,179.178,179.178,257.187
00186,156.445,20.509,0,0,0,176.954,176.954,176.954,257.971
00187,151.318,22.976,0,0,0,174.294,174.294,174.294,252.470
00188,150.884,22.209,0,0,0,173.093,173.093,173.093,248.041
00194,160.356,17.044,0,0,0,177.400,177.400,177.400,69.586
00195,156.212,16.788,0,0,0,173.000,173.000,173.000,70.802
00196,158.024,17.537,0,0,0,175.561,175.561,175.561,73.043
00197,159.677,16.036,0,0,0,175.713,175.713,175.713,73.611
00198,159.087,16.143,0,0,0,175.230,175.230,175.230,69.300
00199,159.486,16.086,0,0,0,175.572,175.572,175.572,73.195
00200,157.689,16.865,0,0,0,174.554,174.554,174.554,75.470
00201,158.759,15.801,0,0,0,174.560,174.560,174.560,73.922
00202,159.699,16.727,0,0,0,176.426,176.426,176.426,68.790
00203,165.675,15.355,0,0,0,181.030,181.030,181.030,71.946
00204,159.478,14.858,0,0,0,174.336,174.336,174.336,2034.551
00205,151.339,21.519,0,0,0,172.858,172.858,172.858,46.561
00206,154.532,19.996,0,0,0,174.528,174.528,174.528,4549.176
00207,162.660,15.920,0,0,0,178.580,178.580,178.580,1886.435
00219,161.991,18.014,0,0,0,180.005,180.005,180.005,684.635
00220,158.093,19.308,0,0,0,177.401,177.401,177.401,2812.590
00221,161.276,17.110,0,0,0,178.386,178.386,178.386,679.787
00222,161.545,16.354,0,0,0,177.899,177.899,177.899,6682.390
00223,160.408,16.468,0,0,0,176.876,176.876,176.876,643.669
00224,160.334,16.416,0,0,0,176.750,176.750,176.750,650.512
00225,155.268,16.564,0,0,0,171.832,171.832,171.832,521.930
00226,155.618,19.092,0,0,0,174.710,174.710,174.710,2734.943
00227,157.447,16.467,0,0,0,173.914,173.914,173.914,2737.513
00228,162.294,15.102,0,0,0,177.396,177.396,177.396,2714.190
00229,158.559,16.900,0,0,0,175.459,175.459,175.459,790.645
00230,160.862,15.518,0,0,0,176.380,176.380,176.380,7484.137
00231,161.811,18.745,0,0,0,180.556,180.556,180.556,644.112
00232,150.928,17.999,0,0,0,168.927,168.927,168.927,7292.187
00233,163.177,15.198,0,0,0,178.375,178.375,178.375,2644.450
00234,162.258,15.255,0,0,0,177.513,177.513,177.513,607.359
00235,163.089,16.928,0,0,0,180.017,180.017,180.017,6539.541
00236,159.706,17.246,0,0,0,176.952,176.952,176.952,616.667
00237,153.821,17.147,0,0,0,170.968,170.968,170.968,615.188
00238,161.052,16.969,0,0,0,178.021,178.021,178.021,507.973
00239,161.931,15.676,0,0,0,177.607,177.607,177.607,2615.313
00240,165.087,15.439,0,0,0,180.526,180.526,180.526,2655.803
00241,159.957,16.147,0,0,0,176.104,176.104,176.104,2618.548
00242,163.104,16.328,0,0,0,179.432,179.432,179.432,780.434
00243,162.391,16.034,0,0,0,178.425,178.425,178.425,7320.076
00244,163.969,16.160,0,0,0,180.129,180.129,180.129,3705.061
00245,164.758,16.355,0,0,0,181.113,181.113,181.113,3632.548
