spec-id,method-a,method-b,tst,dsi-verdict,manual-verdict,tags
00248,org.apache.commons.fileupload2.RequestContext.getContentType()Ljava/lang/String;,org.apache.commons.fileupload2.RequestContext.getInputStream()Ljava/io/InputStream;,org.apache.commons.fileupload2.DiskFileUploadTest#testMoveFile,u,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS;UNRELATED_STATELESS_METHODS
00249,org.apache.commons.fileupload2.RequestContext.getContentType()Ljava/lang/String;,org.apache.commons.fileupload2.UploadContext.contentLength()J,org.apache.commons.fileupload2.DiskFileUploadTest#testMoveFile,u,spurious-spec,DYNAMIC_DISPATCH;REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS;ONE_STATELESS_METHOD
00251,org.apache.commons.fileupload2.UploadContext.contentLength()J,org.apache.commons.fileupload2.RequestContext.getCharacterEncoding()Ljava/lang/String;,org.apache.commons.fileupload2.DiskFileUploadTest#testMoveFile,u,spurious-spec,ONE_STATELESS_METHOD;ASM_ERROR;UNRELATED_STATEFUL_METHODS
00252,org.apache.commons.fileupload2.UploadContext.contentLength()J,org.apache.commons.fileupload2.RequestContext.getInputStream()Ljava/io/InputStream;,org.apache.commons.fileupload2.DiskFileUploadTest#testMoveFile,u,spurious-spec,ONE_STATELESS_METHOD;ASM_ERROR;UNRELATED_STATEFUL_METHODS
00265,org.apache.commons.fileupload2.disk.DiskFileItem.getSize()J,org.apache.commons.fileupload2.FileItem.delete()V,org.apache.commons.fileupload2.DiskFileItemSerializeTest#testAboveThreshold,u,spurious-spec,ASM_ERROR;CONNECTION_DOES_NOT_NECESSITATE_ORDERING
00266,org.apache.commons.fileupload2.disk.DiskFileItem.getSize()J,org.apache.commons.fileupload2.disk.DiskFileItem.getStoreLocation()Ljava/io/File;,org.apache.commons.fileupload2.DiskFileItemSerializeTest#testAboveThreshold,u,spurious-spec,ASM_ERROR;CONNECTION_DOES_NOT_NECESSITATE_ORDERING
00278,org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.disk.DiskFileItem.getSize()J,org.apache.commons.fileupload2.DiskFileItemSerializeTest#testAboveThreshold,u,spurious-spec,ASM_ERROR;UNRELATED_STATEFUL_METHODS
00281,org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.disk.DiskFileItem.write(Ljava/io/File;)V,org.apache.commons.fileupload2.DiskFileUploadTest#testMoveFile,u,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS;TRUE_SPEC_WITH_CALLER
00286,org.apache.commons.fileupload2.disk.DiskFileItem.setDefaultCharset(Ljava/lang/String;)V,org.apache.commons.fileupload2.FileItem.getSize()J,org.apache.commons.fileupload2.DiskFileItemSerializeTest#testBelowThreshold,u,spurious-spec,METHOD_A_RETURNS_VOID;ASM_ERROR;WEAK_ORACLE;ONE_PURE_SETTER
00289,org.apache.commons.fileupload2.disk.DiskFileItem.setDefaultCharset(Ljava/lang/String;)V,org.apache.commons.fileupload2.disk.DiskFileItem.getSize()J,org.apache.commons.fileupload2.DiskFileItemSerializeTest#testAboveThreshold,u,spurious-spec,METHOD_A_RETURNS_VOID;ASM_ERROR;ONE_PURE_SETTER
00104,org.apache.commons.fileupload2.FileItemStream.getFieldName()Ljava/lang/String;,org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.close()V,org.apache.commons.fileupload2.StreamingTest#testFileUpload,lv-ls-u,spurious-spec,DYNAMIC_DISPATCH;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;ONE_STATELESS_METHOD;WEAK_ORACLE;REPLACEMENT_VALUE_UNCLEAR
